2[um],2.25[um],2.5[um],2.75[um]
2.91506659114646,2.91646895743488,2.91748927898454,2.91825434143381
2.88459773824557,2.88627946614375,2.88750625078888,2.88842730957960
2.86217388425107,2.86415544579187,2.86560257976573,2.86669005076915
2.84492616775659,2.84722199980310,2.84890167535901,2.85016823056397
2.83116852283240,2.83379541634096,2.83572264286047,2.83717758927656
2.81985864217087,2.82283324147345,2.82501811979520,2.82667176101490
2.81031396910602,2.81364873634529,2.81610415469518,2.81796542486415
2.80207092031560,2.80578067655067,2.80852000594941,2.81059409514474
2.79480742580150,2.79890576984335,2.80193341551182,2.80423388650931
2.78829070596667,2.79278779141706,2.79611891090797,2.79865007932840
2.78235198270400,2.78725830756955,2.79089949903158,2.79367190083472
2.77686345842306,2.78219006270837,2.78614855021591,2.78916925255946
2.77172936697967,2.77748480824675,2.78177082330485,2.78504597550210
2.76687602569085,2.77306945567636,2.77769064006690,2.78122616073895
2.76224835517637,2.76888554744626,2.77384771546613,2.77765059208855
2.75779819366502,2.76488644154173,2.77019752724612,2.77427340849806
2.75349135293694,2.76103749995687,2.76670269757394,2.77105677425161
2.74929948531659,2.75730887521498,2.76333366322818,2.76797101979288
2.74519986016657,2.75367712995938,2.76006650617800,2.76499188956441
2.74117415721042,2.75012480293970,2.75688174639313,2.76209957302899
2.73720755453333,2.74663326013850,2.75376342898977,2.75927800731280
2.73328802829095,2.74319141210661,2.75069842316812,2.75651330250850
2.72940580956789,2.73978884831551,2.74767687840046,2.75379452400901
2.72555295920570,2.73641700330841,2.74468775177103,2.75111237110511
2.72172303211244,2.73306882071970,2.74172461373815,2.74845906730798
2.71791081009991,2.72973848586541,2.73878123706608,2.74582809255204
2.71411208767250,2.72642121132543,2.73585243049506,2.74321396842757
2.71032349907313,2.72311306382033,2.73293386544644,2.74061208474413
2.70654237772502,2.71981082351892,2.73002193517994,2.73801855855899
2.70276664129700,2.71651186900137,2.72711363962649,2.73543011889342
2.69899469717428,2.71321408265729,2.72420649067468,2.73284401191429
2.69522536428379,2.70991577246516,2.72129843385625,2.73025779449238
2.69145780810687,2.70661560698354,2.71838778325956,2.72766978623938
2.68769148638630,2.70331256105837,2.71547316717440,2.72507823120700
2.68392610355287,2.70000587026937,2.71255348248987,2.72248178048645
2.68016157229806,2.69669499253965,2.70962785626847,2.71987932016047
2.67639798103177,2.69337957564524,2.70669561323191,2.71726993874198
2.67263556620926,2.69005942960652,2.70375624813979,2.71465289951308
2.66887468870487,2.68673450313689,2.70080940223534,2.71202761693811
2.66511581356322,2.68340486347740,2.69785484308594,2.70939363647826
2.66135949258104,2.68007067906840,2.69489244726872,2.70675061725701
