2[um],2.25[um],2.5[um],2.75[um]
2.91509430354664,2.91648455652091,2.91749861168651,2.91826010767324
2.88463110836276,2.88630032122900,2.88751836350253,2.88843520246867
2.86221932023331,2.86418142300659,2.86561809176409,2.86670025477546
2.84498125394255,2.84725271598289,2.84892071859901,2.85018027832077
2.83123265648386,2.83383465664145,2.83574745011040,2.83719169476636
2.81993935822362,2.82287805584058,2.82504648504843,2.82669029757208
2.81040799258564,2.81370155425175,2.81614003507343,2.81798466629175
2.80218480943345,2.80584424513590,2.80855947176192,2.81062036819903
2.79493622877699,2.79898044385423,2.80197948119057,2.80426424738256
2.78844278431449,2.79287537744299,2.79617216063414,2.79868306005696
2.78252123102132,2.78735696326916,2.79095882848907,2.79370878502835
2.77705635327498,2.78230335981710,2.78622210232503,2.78921327592318
2.77194741745002,2.77761236448936,2.78185285151984,2.78509768659232
2.76712498045429,2.77321311663585,2.77778302963816,2.78128355024631
2.76252444012784,2.76904796503008,2.77395047505503,2.77771538251660
2.75810359171071,2.76506816681911,2.77030808268109,2.77434571519295
2.75383001311626,2.76123938602438,2.76682608274775,2.77113748254311
2.74967346534333,2.75753224193493,2.76347075467552,2.76806072121490
2.74561124550175,2.75392332279063,2.76021819971488,2.76509119153974
2.74162505771709,2.75039364245427,2.75704895644102,2.76220909840150
2.73770293598713,2.74692772787081,2.75394708783804,2.75939817812193
2.73382719880136,2.74351291829730,2.75089948018214,2.75664499715379
2.72999093067735,2.74013882174332,2.74789529916213,2.75393922134664
2.72618620307947,2.73679688944070,2.74492556405322,2.75126991646816
2.72240657795202,2.73348007985250,2.74198281145117,2.74863015313997
2.71864684054424,2.73018259126384,2.73906082760865,2.74601342347367
2.71490278519322,2.72689964736943,2.73615443379250,2.74341426062958
2.71117104237001,2.72362732415155,2.73325931296277,2.74082806537126
2.70744893812734,2.72036240917751,2.73037520047817,2.73825096508590
2.70373437917665,2.71710228654227,2.72749233589109,2.73567969849368
2.70002575837613,2.71384484224244,2.72461168099748,2.73311152082326
2.69632187657892,2.71058838593610,2.72173118882252,2.73054412539818
2.69262187767432,2.70733173080282,2.71884917984507,2.72797557846225
2.68892519432882,2.70407357078991,2.71596428763890,2.72540426474692
2.68523150245248,2.70081327170566,2.71307541326827,2.72282884180162
2.68154068281704,2.69755028524943,2.71018168686062,2.72024820150940
2.67785278856482,2.69428425107270,2.70728243509228,2.71766143752322
2.67416801759278,2.69101496918016,2.70437715356792,2.71506781760310
2.67048668898905,2.68774237639052,2.70146548326803,2.71246676002792
2.66680922285295,2.68446652618566,2.69854719039236,2.70985781340922
2.66313612295150,2.68118757139940,2.69562214904917,2.70724063935654
2.65946796176358,2.67790574929503,2.69269032633873,2.70461499754204
2.65580536754178,2.67462136865960,2.68975176945825,2.70198073279122
2.65214901308579,2.67133479860724,2.68680659451940,2.69933776389056
2.64849960597323,2.66804645883541,2.68385497682181,2.69668607385473
2.64485788003584,2.66475681112062,2.68089714236804,2.69402570143870
2.64122458790409,2.66146635187501,2.67793336044068,2.69135673371492
2.63760049447123,2.65817560561352,2.67496393709068,2.68867929956411
2.63398637115188,2.65488511920529,2.67198920940969,2.68599356395220
2.63038299082916,2.65159545680242,2.66900954047891,2.68329972288555
2.62679112340092,2.64830719535551,2.66602531490311,2.68059799895261
2.62321153184880,2.64502092063889,2.66303693485239,2.67788863737432
2.61964496876491,2.64173722371986,2.66004481654524,2.67517190249644
2.61609217328048,2.63845669781594,2.65704938711639,2.67244807466713
2.61255386834834,2.63517993549168,2.65405108182084,2.66971744745057
2.60903075833753,2.63190752615374,2.65105034153214,2.66698032513485
2.60552352690390,2.62864005380826,2.64804761049912,2.66423702049769
2.60203283510461,2.62537809504951,2.64504333432945,2.66148785279859
2.59855931972874,2.62212221725272,2.64203795817340,2.65873314597025
2.59510359181871,2.61887297694732,2.63903192508377,2.65597322698549
2.59166623536002,2.61563091834979,2.63602567453176,2.65320842437909
2.58824780611908,2.61239657203758,2.63301964106033,2.65043906690636
2.58484883061054,2.60917045374774,2.63001425305935,2.64766548232271
2.58146980517702,2.60595306328545,2.62700993164833,2.64488799627005
2.57811119516576,2.60274488352906,2.62400708965419,2.64210693125782
2.57477343418777,2.59954637951987,2.62100613067276,2.63932260572756
2.57145692344631,2.59635799762529,2.61800744820414,2.63653533319128
2.56816203112274,2.59318016476558,2.61501142485253,2.63374542143486
2.56488909180886,2.59001328769483,2.61201843158245,2.63095317177862
2.56163840597650,2.58685775232774,2.60902882702383,2.62815887838792
2.55841023947582,2.58371392310438,2.60604295681895,2.62536282762733
2.55520482305612,2.58058214238604,2.60306115300497,2.62256529745252
2.55202235190362,2.57746272987565,2.60008373342635,2.61976655683453
2.54886298519318,2.57435598205728,2.59711100117167,2.61696686521140
2.54572684565207,2.57126217164976,2.59414324403020,2.61416647196272
2.54261401913601,2.56818154707032,2.59118073396359,2.61136561590291
2.53952455421967,2.56511433190508,2.58822372658892,2.60856452478940
2.53645846180516,2.56206072438381,2.58527246066937,2.60576341484217
2.53341571475430,2.55902089685761,2.58232715760955,2.60296249027146
2.53039624755171,2.55599499527876,2.57938802095282,2.60016194281064
2.52739995600727,2.55298313868326,2.57645523587830,2.59736195125167
2.52442669700749,2.54998541867717,2.57352896869611,2.59456268098058
2.52147628832639,2.54700189892903,2.57060936633930,2.59176428351106
2.51854850850660,2.54403261467148,2.56769655585210,2.58896689601402
2.51564309682176,2.54107757221579,2.56479064387391,2.58617064084179
2.51275975333052,2.53813674848396,2.56189171611954,2.58337562504539
2.50989813903210,2.53521009056353,2.55899983685633,2.58058193988393
2.50705787613169,2.53229751529065,2.55611504837927,2.57778966032529
2.50423854842271,2.52939890886735,2.55323737048578,2.57499884453744
2.50143970179073,2.52651412651886,2.55036679995208,2.57220953337019
2.49866084484177,2.52364299219702,2.54750331001340,2.56942174982716
2.49590144965527,2.52078529833524,2.54464684985056,2.56663549852801
2.49316095265927,2.51794080566023,2.54179734408553,2.56385076516144
2.49043875562307,2.51510924306478,2.53895469228887,2.56106751592901
2.48773422675970,2.51229030754539,2.53611876850166,2.55828569698061
2.48504670192850,2.50948366420702,2.53328942077471,2.55550523384200
2.48237548592566,2.50668894633655,2.53046647072734,2.55272603083510
2.47971985384878,2.50390575554495,2.52764971312804,2.54994797049158
2.47707905251989,2.50113366197693,2.52483891549864,2.54717091296022
2.47445230195017,2.49837220458544,2.52203381774318,2.54439469540844
2.47183879682873,2.49562089146693,2.51923413180227,2.54161913141820
2.46923770801736,2.49287920025193,2.51643954133260,2.53884401037595
2.46664818403319,2.49014657854424,2.51364970141113,2.53606909685635
2.46406935250122,2.48742244440062,2.51086423826198,2.53329412999885
2.46150032155946,2.48470618684186,2.50808274900373,2.53051882287571
2.45894018120009,2.48199716638518,2.50530480141356,2.52774286184958
2.45638800453119,2.47929471558672,2.50252993370388,2.52496590591831
2.45384284894456,2.47659813958254,2.49975765430615,2.52218758604345
2.45130375717663,2.47390671661572,2.49698744165540,2.51940750445892
2.44876975825056,2.47121969853672,2.49421874396833,2.51662523395474
2.44623986828908,2.46853631126398,2.49145097900657,2.51384031713046
