1,2.885920572,2.88592057206342,4.31275853457361E-12
1,2.885921575,2.88592157517409,4.31065767490043E-12
1,2.890416079,2.89041607885110,6.02504113776831E-12
1,2.890836088,2.89083608757153,4.09999652825540E-12
1,2.890841383,2.89084138296756,4.10265369196678E-12
1,2.891001863,2.89100186268427,6.29574721315609E-12
1,2.898887567813134-0.036332391164062915i,2.89888756781313,6.61208458324138E-11
1,2.899817233418112-0.03548372533213978i,2.89981723341811,7.07486812194568E-11
1,2.900682661595128-0.03739877258857478i,2.90068266159512,6.13993836657231E-11
1,2.9015305770248543-0.036530167344885095i,2.90153057702485,6.44439266414326E-11
1,2.9015304358882372-0.03653284446741633i,2.90153043588823,6.43563552100475E-11
1,2.9031672721846897-0.03600366099972271i,2.90316727218468,6.46435933454759E-11
1,2.903171104315699-0.03600328953967253i,2.90317110431569,6.46109395072119E-11
1,2.903764001267255-0.035304570363574886i,2.90376400126725,7.08708400030747E-11
1,2.904374218,2.90437421784996,4.13705907540284E-12
1,2.904505586,2.90450558556140,6.07357148031703E-12
1,2.904507532,2.90450753194448,6.07472724227283E-12
1,2.904703453,2.90470345346234,2.95358341431204E-12
1,2.9048214314522927-0.037173801083576416i,2.90482143145229,6.14325238610012E-11
1,2.9053184893058623-0.03644872928141367i,2.90531848930586,6.12598199327970E-11
1,2.9053209496507852-0.03644803147407772i,2.90532094965078,6.13589851793812E-11
1,2.9065574774031533-0.0357857981757848i,2.90655747740315,6.22397556295310E-11
1,2.9065601266960286-0.03578294360995561i,2.90656012669602,6.21318850981101E-11
1,2.9069125126273514-0.035308837507389224i,2.90691251262735,6.95999691422327E-11
1,2.9082027148322105-0.036990057950064374i,2.90820271483221,6.14684678752952E-11
1,2.9084323274072257-0.03649895779390953i,2.90843232740722,5.56093706548934E-11
1,2.908435794691206-0.036495699001365275i,2.90843579469120,5.58322610740818E-11
1,2.909171999476072-0.03585037341821803i,2.90917199947607,5.53830394219300E-11
1,2.90917301960209-0.035855630350615314i,2.90917301960209,5.55795079058552E-11
1,2.9094012227341564-0.035562303472488295i,2.90940122273415,6.87748183558463E-11
1,2.9108283559781274-0.036844097003507985i,2.91082835597812,6.14746494887115E-11
1,2.910925632553304-0.03657140685135872i,2.91092563255330,4.98166527795262E-11
1,2.910925199616959-0.03657678256516369i,2.91092519961695,4.94263521364662E-11
1,2.911257372999989-0.03613565982025753i,2.91125737299998,5.03662573282426E-11
1,2.9112607720965795-0.036140335265536165i,2.91126077209657,5.06941478876577E-11
1,2.9113961190871875-0.03596691903608332i,2.91139611908718,6.91018098131966E-11
1,2.9127004838705868-0.036734670678399035i,2.91270048387058,6.09498883540147E-11
1,2.912735144452655-0.036616690172982407i,2.91273514445265,4.54783434243982E-11
1,2.912737474757398-0.036619545260987464i,2.91273747475739,4.50691184768427E-11
1,2.912853538573442-0.03641517388699145i,2.91285353857344,4.71746735121468E-11
1,2.9128541484271566-0.036417609024289616i,2.91285414842715,4.76455936734199E-11
1,2.912914774752743-0.0363345680019709i,2.91291477475274,6.83393743590297E-11
1,2.9138248584939563-0.036668144023790525i,2.91382485849395,4.52617508236451E-11
1,2.913827802971222-0.03663510566662965i,2.91382780297122,4.26903269319644E-11
1,2.913830430481723-0.036636715074336655i,2.91383043048172,4.28945437142654E-11
1,2.91385374059144-0.03658500871259569i,2.91385374059144,4.38447911109067E-11
1,2.9138580280263264-0.03658921814755384i,2.91385802802632,4.72182723653711E-11
1,2.9138658773821726-0.03656256567352851i,2.91386587738217,5.19267347187697E-11
1,2.915133348,2.91513334754044,6.72134571501109E-12
1,2.915133667,2.91513366700201,6.72272345850392E-12
1.1,2.849469364,2.84946936359621,4.33988187738326E-12
1.1,2.849474965,2.84947496505646,4.35050546001059E-12
1.1,2.854818726,2.85481872573825,6.11947432624116E-12
1.1,2.855409747,2.85540974699946,4.13306316491333E-12
1.1,2.855410987,2.85541098714515,4.14254428061983E-12
1.1,2.855628514,2.85562851428821,6.40946301630899E-12
1.1,2.866517121259787-0.03629983743701057i,2.86651712125978,6.69222528904100E-11
1.1,2.867903354406672-0.03543725030294124i,2.86790335440667,6.87929043278745E-11
1.1,2.868644383366725-0.03716954135329117i,2.86864438336672,6.18478411818582E-11
1.1,2.869930202126097-0.036298229860752325i,2.86993020212609,6.60582614220661E-11
1.1,2.8699363395565864-0.03629247405033175i,2.86993633955658,6.61003305828185E-11
1.1,2.871697834,2.87169783446854,4.16102305584439E-12
1.1,2.8718175389318175-0.035940191289118975i,2.87181753893181,6.59772292284058E-11
1.1,2.8718224568094355-0.035930434754144064i,2.87182245680943,6.61169870275666E-11
1.1,2.871864374,2.87186437384206,6.16357373405404E-12
1.1,2.871865682,2.87186568169009,6.14865753736571E-12
1.1,2.872126815,2.87212681492689,3.14565145525769E-12
1.1,2.872832045534618-0.0351462384931572i,2.87283204553461,7.01064678419751E-11
1.1,2.8736769577617136-0.03685977794878676i,2.87367695776171,6.18820611814885E-11
1.1,2.874581930040713-0.03605947684798625i,2.87458193004071,6.54496151664889E-11
1.1,2.874591939680572-0.03605626215800842i,2.87459193968057,6.54995294210159E-11
1.1,2.8761442920942004-0.03560580386323527i,2.87614429209420,6.44605990929444E-11
1.1,2.8761531316894415-0.035598905300670634i,2.87615313168944,6.45223170268649E-11
1.1,2.876783036265696-0.034961799276689534i,2.87678303626569,7.03868387382083E-11
1.1,2.8777878214519994-0.036611137441178054i,2.87778782145199,6.19115010618075E-11
1.1,2.878301597903884-0.03595864993548531i,2.87830159790388,6.10479894783683E-11
1.1,2.8783138402209922-0.03594506405015511i,2.87831384022099,6.13693241005597E-11
1.1,2.879434713242407-0.03540473962243562i,2.87943471324240,5.95107819265805E-11
1.1,2.8794386680455917-0.035391929329400114i,2.87943866804559,5.94067269259771E-11
1.1,2.8797925369054833-0.03498791253117831i,2.87979253690548,6.93922259818729E-11
1.1,2.8809781397540437-0.036409548148656434i,2.88097813975404,6.18877993727323E-11
1.1,2.881193954281299-0.035978534113802835i,2.88119395428129,5.55957763408868E-11
1.1,2.881198125380108-0.036006392351512206i,2.88119812538010,5.46860782701904E-11
1.1,2.8818097891929573-0.035481572073073495i,2.88180978919295,5.36236995903065E-11
1.1,2.8818097241103797-0.03550176172310917i,2.88180972411037,5.41331308614968E-11
1.1,2.8820157996206026-0.03527375744586372i,2.88201579962060,6.92588437957037E-11
1.1,2.883259207334702-0.036274336597202056i,2.88325920733470,5.93563354037455E-11
1.1,2.8833230163757846-0.03608091296762676i,2.88332301637578,4.85199859982539E-11
1.1,2.8833284570553803-0.03609688967494396i,2.88332845705538,4.71363242735817E-11
1.1,2.883549662649065-0.035816660377788925i,2.88354966264906,5.02110180478785E-11
1.1,2.8835508401277723-0.035804075378104434i,2.88355084012777,4.94398482949015E-11
1.1,2.883648199526506-0.03570382517597757i,2.88364819952650,6.79681297636026E-11
1.1,2.8846304223810404-0.03618793818005008i,2.88463042238104,3.77728670492620E-11
1.1,2.884632523982525-0.03612736377909168i,2.88463252398252,4.57346215961488E-11
1.1,2.884634609757863-0.036148459357459486i,2.88463460975786,4.34687062089099E-11
1.1,2.8846780930302547-0.03605311572717054i,2.88467809303025,4.26811525983368E-11
1.1,2.884680100414284-0.036074484380089075i,2.88468010041428,4.77897183946737E-11
1.1,2.884682778,2.88468277828958,6.80759369947769E-12
1.1,2.884683258,2.88468325762809,6.80913755113490E-12
1.1,2.884699074571548-0.036032293788372194i,2.88469907457154,6.02554028687902E-11
1.2,2.826886753,2.82688675305389,6.22079455041376E-12
1.2,2.827691253,2.82769125286051,4.16382118866442E-12
1.2,2.827696728,2.82769672834341,4.17782428168268E-12
