0.05[um],0.1[um],0.15[um],
2.91747960494029,2.91748273805757,2.91748927898454,
2.88749357465242,2.88749817170738,2.88750625078888,
2.86558569533838,2.86559121595434,2.86560257976573,
2.84888053024895,2.84888859999558,2.84890167535901,
2.83569687831970,2.83570669204616,2.83572264286047,
2.82498679715297,2.82499900742643,2.82501811979520,
2.81606660325961,2.81608193640005,2.81610415469518,
2.80847208352685,2.80849103616304,2.80852000594941,
2.80187837137962,2.80190110826714,2.80193341551182,
2.79605193745540,2.79607918647955,2.79611891090797,
2.79082235431542,2.79085403975991,2.79089949903158,
2.78606019126877,2.78609772725642,2.78614855021591,
2.78166928011230,2.78171235361937,2.78177082330485,
2.77757372062291,2.77762348299454,2.77769064006690,
2.77371522608993,2.77377209088188,2.77384771546613,
2.77004743809860,2.77011214881188,2.77019752724612,
2.76653358717385,2.76660676374277,2.76670269757394,
2.76314409032628,2.76322639352408,2.76333366322818,
2.75985495008818,2.75994709754884,2.76006650617800,
2.75664664102943,2.75674937396740,2.75688174639313,
2.75350316442041,2.75361724687868,2.75376342898977,
2.75041134723539,2.75053756530616,2.75069842316812,
2.74736029837829,2.74749945939855,2.74767687840046,
2.74434098294891,2.74449391467317,2.74468775177103,
2.74134588605810,2.74151343581022,2.74172461373815,
2.73836874523550,2.73855177904131,2.73878123706608,
2.73540433584947,2.73560373755187,2.73585243049506,
2.73244829784134,2.73266496819922,2.73293386544644,
2.72949699490892,2.72973185068140,2.73002193517994,
2.72654739936315,2.72680137238020,2.72711363962649,
2.72359699743616,2.72387103365680,2.72420649067468,
2.72064371098603,2.72093876954528,2.72129843385625,
2.71768583242773,2.71800288467311,2.71838778325956,
2.71472197039336,2.71506199891210,2.71547316717440,
2.71175100414375,2.71211500178149,2.71255348248987,
2.70877204515449,2.70916101402636,2.70962785626847,
2.70578440461199,2.70619935510695,2.70669561323191,
2.70278756580078,2.70322951557996,2.70375624813979,
2.69978116055619,2.70025113354614,2.70080940223534,
2.69676494911028,2.69726397449180,2.69785484308594,
2.69373880278114,2.69426791397452,2.69489244726872,
2.69070268905368,2.69126292270118,2.69192218544923,
2.68765665867935,2.68824905362561,2.68894410948068,
2.68460083448574,2.68522643075698,2.68595834121471,
2.68153540163939,2.68219523942219,2.68296506276714,
2.67846059914750,2.67915571776791,2.67996450802424,
2.67537671241879,2.67610814932275,2.67695695521004,
2.67228406673287,2.67305285646858,2.67394272036380,
2.66918302149063,2.66999019469395,2.67092215160059,
2.66607396513824,2.66692054752185,2.66789562404715,
2.66295731067340,2.66384432202069,2.66486353536212,
2.65983349165609,2.66076194482075,2.66182630176280,
2.65670295865785,2.65767385856993,2.65878435449248,
2.65356617609255,2.65458051877215,2.65573813667172,
2.65042361938041,2.65148239095982,2.65268810048532,
2.64727577240324,2.64837994815853,2.64963470466379,
2.64412312521503,2.64527366860806,2.64657841222454,
2.64096617197665,2.64216403370841,2.64351968844478,
2.63780540908761,2.63905152616395,2.64045899904713,
2.63464133349163,2.63593662830211,2.63739680859536,
2.63147444113520,2.63281982054612,2.63433357912233,
2.62830522556147,2.62970158002382,2.63126976891943,
2.62513417662347,2.62658237929670,2.62820580678188,
2.62196177930294,2.62346268519528,2.62514218030136,
2.61878851262222,2.62034295774819,2.62207930561196,
2.61561484863827,2.61722364919420,2.61901761274348,
2.61244125150894,2.61410520306694,2.61595752192316,
2.60926817662244,2.61098805334346,2.61289944294557,
2.60609606978205,2.60787262364855,2.60984377449316,
2.60292536643853,2.60475932650714,2.60679090345022,
2.59975649096350,2.60164856263814,2.60374120423698,
2.59658985595746,2.59854072028335,2.60069503817059,
2.59342586158659,2.59543617456554,2.59765275285206,
2.59026489494302,2.59233528687040,2.59461468157572,
2.58710732942334,2.58923840424735,2.59158114275714,
2.58395352412095,2.58614585882448,2.58855243937543,
2.58080382322756,2.58305796723362,2.58552885842583,
2.57765855544021,2.57997503004139,2.58251067037926,
2.57451803336992,2.57689733118308,2.57949812864527,
2.57138255294891,2.57382513739608,2.57649146903587,
2.56825239283348,2.57075869765029,2.57349090922761,
2.56512781380009,2.56769824257342,2.57049664822015,
2.56200905813280,2.56464398386939,2.56750886578979,
2.55889634900050,2.56159611372861,2.56452772193704,
2.55578988982303,2.55855480422953,2.56155335632773,
2.55268986362573,2.55552020673122,2.55858588772781,
2.54959643238255,2.55249245125741,2.55562541343236,
2.54650973634839,2.54947164587275,2.55267200868989,
2.54342989338186,2.54645787605296,2.54972572612345,
2.54035699826043,2.54345120405046,2.54678659515054,
2.53729112198986,2.54045166825810,2.54385462140417,
2.53423231111111,2.53745928257364,2.54092978615778,
2.53118058700760,2.53447403576808,2.53801204575687,
2.52813594521645,2.53149589086121,2.53510133106061,
2.52509835474760,2.52852478450803,2.53219754689644,
2.52206775741454,2.52556062639953,2.52930057153105,
2.51904406718101,2.52260329868146,2.52641025616056,
2.51602716952736,2.51965265539464,2.52352642442299,
2.51301692084060,2.51670852193979,2.52064887193520,
2.51001314783157,2.51377069456997,2.51777736585662,
2.50701564698240,2.51083893991254,2.51491164448099,
2.50402418402662,2.50791299452273,2.51205141685706,
2.50103849346403,2.50499256446943,2.50919636243819,
2.49805827811119,2.50207732495350,2.50634613076017,
2.49508320868773,2.49916691995775,2.50350034114537,
2.49211292343777,2.49626096192681,2.50065858243084,
2.48914702778438,2.49335903147407,2.49782041271639,
2.48618509401417,2.49046067711179,2.49498535912815,
2.48322666098779,2.48756541499928,2.49215291759183,
2.48027123387085,2.48467272870303,2.48932255260874,
2.47731828387878,2.48178206896149,2.48649369702688,
