% Model,hex structure V4 - GeAsS.mph
% Version,COMSOL 6.3.0.290
% Date,"May 31 2026, 12:13"
% Table,Table 1 - Global Evaluation 1
% wl,hang (m),r (m),Effective mode index (1),real(ewfd.neff) (1),Aeff (m^2)
3.2,5.0E-8,2.0E-6,2.6038836891953685-0.042971309762722475i,2.6038836891953685,6.72216969816533E-11
3.2,5.0E-8,2.0E-6,2.6067034675723773-0.04239168440384852i,2.6067034675723773,6.766169570165058E-11
3.2,5.0E-8,2.0E-6,2.6068153341063613-0.04250535415110469i,2.6068153341063613,6.720978255984425E-11
3.2,5.0E-8,2.0E-6,2.608811480723692-0.04207620535477351i,2.608811480723692,6.715217462869092E-11
3.2,5.0E-8,2.0E-6,2.6088115126543303-0.04207624283386266i,2.6088115126543303,6.715198435531732E-11
3.2,5.0E-8,2.0E-6,2.6100422439750757-0.04185179203485681i,2.6100422439750757,6.714643369850746E-11
3.2,5.0E-8,2.0E-6,2.6100422631237863-0.04185181463127794i,2.6100422631237863,6.714621431652416E-11
3.2,5.0E-8,2.0E-6,2.610452362207814-0.041777127305542866i,2.610452362207814,1.0071577493155389E-10
3.2,1.0E-7,2.0E-6,2.4890295148308046-0.06430714893027709i,2.4890295148308046,6.808225425786266E-11
3.2,1.0E-7,2.0E-6,2.489029589396815-0.06430713406890919i,2.489029589396815,6.808272427250236E-11
3.2,1.0E-7,2.0E-6,2.503191726660827-0.06161266241627119i,2.503191726660827,6.803973553299652E-11
3.2,1.0E-7,2.0E-6,2.50319198943194-0.06161262577220843i,2.50319198943194,6.804037413739081E-11
3.2,1.0E-7,2.0E-6,2.516277776998405-0.05900555810345727i,2.516277776998405,6.821863672426346E-11
3.2,1.0E-7,2.0E-6,2.5165637770218083-0.05921759898271479i,2.5165637770218083,6.782132907091006E-11
3.2,1.0E-7,2.0E-6,2.528731529126308-0.05679590914334687i,2.528731529126308,6.791257722033526E-11
3.2,1.0E-7,2.0E-6,2.5287316766177175-0.05679587763850771i,2.5287316766177175,6.791267482485637E-11
3.2,1.0E-7,2.0E-6,2.5338709072285464,2.5338709072285464,7.415098227639962E-12
3.2,1.0E-7,2.0E-6,2.5338734517317323,2.5338734517317323,7.415412710110285E-12
3.2,1.0E-7,2.0E-6,2.540138172639346-0.05465804154698348i,2.540138172639346,6.776739972359919E-11
3.2,1.0E-7,2.0E-6,2.540138219482206-0.05465803103615918i,2.540138219482206,6.77674596226441E-11
3.2,1.0E-7,2.0E-6,2.5505186023399733-0.05258490264007291i,2.5505186023399733,6.801742099442875E-11
3.2,1.0E-7,2.0E-6,2.5507883065688337-0.052811516087985705i,2.5507883065688337,6.758704721965965E-11
3.2,1.0E-7,2.0E-6,2.5602887766351734-0.05090948267471918i,2.5602887766351734,8.960424998434078E-11
3.2,1.0E-7,2.0E-6,2.5602887866201023-0.05090947399301059i,2.5602887866201023,8.960441008671314E-11
3.2,1.0E-7,2.0E-6,2.5690544347163002-0.04928519341623446i,2.5690544347163002,7.024806804211107E-11
3.2,1.0E-7,2.0E-6,2.5690544750249438-0.049285208876899286i,2.5690544750249438,7.024847819460564E-11
3.2,1.0E-7,2.0E-6,2.5768309246395784-0.04770994072972848i,2.5768309246395784,6.786832838704355E-11
3.2,1.0E-7,2.0E-6,2.577087397372572-0.0479467936267063i,2.577087397372572,6.73968652510969E-11
3.2,1.0E-7,2.0E-6,2.577716232083756-0.13962587908143032i,2.577716232083756,6.897767687341345E-11
3.2,1.0E-7,2.0E-6,2.5778903212332587-0.1398869219395774i,2.5778903212332587,6.856869815630901E-11
3.2,1.0E-7,2.0E-6,2.5827416216695473-0.1389563606007708i,2.5827416216695473,6.895335281907174E-11
3.2,1.0E-7,2.0E-6,2.5827420752108257-0.1389576430728221i,2.5827420752108257,6.895388105520127E-11
3.2,1.0E-7,2.0E-6,2.584011262340133-0.04653245446328736i,2.584011262340133,6.73517586782184E-11
3.2,1.0E-7,2.0E-6,2.584011281641416-0.04653248109664457i,2.584011281641416,6.735193535880868E-11
3.2,1.0E-7,2.0E-6,2.586778056821518-0.13830129821592851i,2.586778056821518,6.922433769741922E-11
3.2,1.0E-7,2.0E-6,2.586778292516095-0.13830200422973848i,2.586778292516095,6.922489977532003E-11
3.2,1.0E-7,2.0E-6,2.5898063105889135-0.1376393795254493i,2.5898063105889135,6.87787465503306E-11
3.2,1.0E-7,2.0E-6,2.590008281251391-0.13796466412436884i,2.590008281251391,6.85951541456663E-11
3.2,1.0E-7,2.0E-6,2.5902182476146547-0.04539105109797353i,2.5902182476146547,6.731246453040109E-11
3.2,1.0E-7,2.0E-6,2.5902182833253264-0.04539108643033593i,2.5902182833253264,6.73126996975595E-11
3.2,1.0E-7,2.0E-6,2.5921386839026823-0.1374477956411014i,2.5921386839026823,6.939691012997083E-11
3.2,1.0E-7,2.0E-6,2.5921388113926924-0.13744805746965208i,2.5921388113926924,6.939737427517281E-11
3.2,1.0E-7,2.0E-6,2.593480698772046-0.13722960615699267i,2.593480698772046,5.373042230566147E-11
3.2,1.0E-7,2.0E-6,2.5934809710866733-0.13723042398723537i,2.5934809710866733,5.373424808283517E-11
3.2,1.0E-7,2.0E-6,2.593927767516326-0.13715782118020822i,2.593927767516326,1.4842640163408252E-12
3.2,1.0E-7,2.0E-6,2.595462248347945-0.04428978939330837i,2.595462248347945,6.77916472806981E-11
3.2,1.0E-7,2.0E-6,2.5957077203595005-0.04453180138291354i,2.5957077203595005,6.726018223777208E-11
3.2,1.0E-7,2.0E-6,2.6001174446068385-0.04358455323812779i,2.6001174446068385,6.723229254438735E-11
3.2,1.0E-7,2.0E-6,2.6001174850320417-0.043584602279074555i,2.6001174850320417,6.723245589642356E-11
3.2,1.0E-7,2.0E-6,2.6038210323372923-0.04290494762263561i,2.6038210323372923,6.743633141036174E-11
3.2,1.0E-7,2.0E-6,2.603821047776207-0.04290496913297634i,2.603821047776207,6.743641125922313E-11
3.2,1.0E-7,2.0E-6,2.606577629021152-0.042267239812820205i,2.606577629021152,6.807975183948185E-11
3.2,1.0E-7,2.0E-6,2.6068153368434563-0.04250503950640896i,2.6068153368434563,6.7203567574009E-11
3.2,1.0E-7,2.0E-6,2.608748127308684-0.042018067554539254i,2.608748127308684,7.472422359282865E-11
3.2,1.0E-7,2.0E-6,2.608748129375929-0.0420180701006768i,2.608748129375929,7.472381252319239E-11
3.2,1.0E-7,2.0E-6,2.6099794078853478-0.04179157732595295i,2.6099794078853478,6.707432570316514E-11
3.2,1.0E-7,2.0E-6,2.6099794374377896-0.04179161277958932i,2.6099794374377896,6.707370315437491E-11
3.2,1.0E-7,2.0E-6,2.610389660057147-0.04171652536055274i,2.610389660057147,1.0061267337588581E-10
3.2,1.5E-7,2.0E-6,2.48892709600379-0.06423138387462599i,2.48892709600379,6.80659035288422E-11
3.2,1.5E-7,2.0E-6,2.4889293571372866-0.06423103201723415i,2.4889293571372866,6.806743389985283E-11
3.2,1.5E-7,2.0E-6,2.5030945919394325-0.06153476600043089i,2.5030945919394325,6.79772150751667E-11
3.2,1.5E-7,2.0E-6,2.503096184663225-0.06153450270897335i,2.503096184663225,6.797825003724485E-11
3.2,1.5E-7,2.0E-6,2.5161010303655424-0.05886458154205712i,2.5161010303655424,6.836011126282038E-11
3.2,1.5E-7,2.0E-6,2.5165564862476835-0.059205064720932926i,2.5165564862476835,6.774937416365105E-11
3.2,1.5E-7,2.0E-6,2.528643030852753-0.05672040334770839i,2.528643030852753,6.777725215938717E-11
3.2,1.5E-7,2.0E-6,2.528643803733978-0.056720291680609006i,2.528643803733978,6.777772014126302E-11
3.2,1.5E-7,2.0E-6,2.5342722490375227,2.5342722490375227,7.407516749667617E-12
3.2,1.5E-7,2.0E-6,2.5342727453924327,2.5342727453924327,7.407204207398955E-12
3.2,1.5E-7,2.0E-6,2.54005281662492-0.05458016085810295i,2.54005281662492,6.769998072812668E-11
3.2,1.5E-7,2.0E-6,2.5400533133691914-0.054580079181780435i,2.5400533133691914,6.770031104974965E-11
3.2,1.5E-7,2.0E-6,2.5503566007729956-0.052440661298980513i,2.5503566007729956,6.818706298036378E-11
3.2,1.5E-7,2.0E-6,2.5507852663133637-0.0528032587469429i,2.5507852663133637,6.752647752342153E-11
3.2,1.5E-7,2.0E-6,2.560208474934773-0.05083479451759168i,2.560208474934773,6.81722776491542E-11
3.2,1.5E-7,2.0E-6,2.5602086226825893-0.05083474298826629i,2.5602086226825893,6.817342634870795E-11
3.2,1.5E-7,2.0E-6,2.5689763415746896-0.04920748803793222i,2.5689763415746896,6.882889044997568E-11
3.2,1.5E-7,2.0E-6,2.5689764641738964-0.04920750279964057i,2.5689764641738964,6.882979616704492E-11
3.2,1.5E-7,2.0E-6,2.576678902974021-0.04756383903880029i,2.576678902974021,6.806968392682742E-11
3.2,1.5E-7,2.0E-6,2.577086149499002-0.04794190031219088i,2.577086149499002,6.735216703259011E-11
3.2,1.5E-7,2.0E-6,2.577545709669305-0.1393975840229015i,2.577545709669305,6.94100115883403E-11
3.2,1.5E-7,2.0E-6,2.577892059547192-0.13989859977310148i,2.577892059547192,6.856705557186279E-11
3.2,1.5E-7,2.0E-6,2.5826557565938115-0.13885053459160465i,2.5826557565938115,6.939019511347615E-11
3.2,1.5E-7,2.0E-6,2.582656593585214-0.1388533197768808i,2.582656593585214,6.939157327466863E-11
3.2,1.5E-7,2.0E-6,2.583935888517117-0.04645897074840108i,2.583935888517117,6.98820857236966E-11
3.2,1.5E-7,2.0E-6,2.583935890991778-0.046458929284244416i,2.583935890991778,6.988134426294833E-11
3.2,1.5E-7,2.0E-6,2.586697178937271-0.13818659191246271i,2.586697178937271,6.950918131528184E-11
3.2,1.5E-7,2.0E-6,2.586697933217483-0.13818898625718895i,2.586697933217483,6.95113166122714E-11
3.2,1.5E-7,2.0E-6,2.5896328356443448-0.1374274318398678i,2.5896328356443448,6.780224983073723E-11
3.2,1.5E-7,2.0E-6,2.590010076557316-0.13797157580329095i,2.590010076557316,6.858966312342508E-11
3.2,1.5E-7,2.0E-6,2.5901446758446256-0.045313378210347574i,2.5901446758446256,6.761523719031744E-11
3.2,1.5E-7,2.0E-6,2.5901447401517195-0.04531346634342142i,2.5901447401517195,6.76156649021795E-11
3.2,1.5E-7,2.0E-6,2.5920468356886057-0.13735634697320928i,2.5920468356886057,6.745328602258814E-11
3.2,1.5E-7,2.0E-6,2.5920476015501723-0.1373584479414842i,2.5920476015501723,6.745407625867063E-11
3.2,1.5E-7,2.0E-6,2.593392136562586-0.13713329642562394i,2.593392136562586,3.394122349630775E-11
3.2,1.5E-7,2.0E-6,2.593392499642676-0.13713427027070693i,2.593392499642676,3.3928507494641725E-11
3.2,1.5E-7,2.0E-6,2.593839837875723-0.13706051764116034i,2.593839837875723,2.248485579794283E-12
3.2,1.5E-7,2.0E-6,2.595316745512681-0.04414371733137671i,2.595316745512681,6.80366757825068E-11
3.2,1.5E-7,2.0E-6,2.595706942878997-0.044529289306518664i,2.595706942878997,6.723663080383053E-11
3.2,1.5E-7,2.0E-6,2.600044594567528-0.04351316944218859i,2.600044594567528,6.715450538595416E-11
3.2,1.5E-7,2.0E-6,2.600044694561623-0.043513293767058585i,2.600044694561623,6.715465199135234E-11
3.2,1.5E-7,2.0E-6,2.6037498874829206-0.042827110753127444i,2.6037498874829206,6.719279661698257E-11
3.2,1.5E-7,2.0E-6,2.6037499781316615-0.042827221353055916i,2.6037499781316615,6.719279708193397E-11
3.2,1.5E-7,2.0E-6,2.6064343194074104-0.0421284121298207i,2.6064343194074104,6.850825200110601E-11
3.2,1.5E-7,2.0E-6,2.606815018381018-0.042504246599289i,2.606815018381018,6.720035414521609E-11
3.2,1.5E-7,2.0E-6,2.6086753277673846-0.04195668847268601i,2.6086753277673846,6.692345645838995E-11
3.2,1.5E-7,2.0E-6,2.6086754126745415-0.04195678663339741i,2.6086754126745415,6.692292350987325E-11
3.2,1.5E-7,2.0E-6,2.6099074854626636-0.041726223239443694i,2.6099074854626636,6.699991931783099E-11
3.2,1.5E-7,2.0E-6,2.6099075274577666-0.04172626952762861i,2.6099075274577666,6.699936662747433E-11
3.2,1.5E-7,2.0E-6,2.610317939046396-0.04165041575968892i,2.610317939046396,1.0045424996055412E-10
3.2,2.0E-7,2.0E-6,2.4888182742731084-0.06413819349248848i,2.4888182742731084,6.820332959756858E-11
3.2,2.0E-7,2.0E-6,2.4888184829446294-0.06413813780860111i,2.4888184829446294,6.820356651639254E-11
3.2,2.0E-7,2.0E-6,2.502989513191768-0.061439248863261756i,2.502989513191768,6.856977252105558E-11
3.2,2.0E-7,2.0E-6,2.502989646208838-0.061439221737745964i,2.502989646208838,6.857003798379335E-11
3.2,2.0E-7,2.0E-6,2.5159058898058877-0.05869772678621357i,2.5159058898058877,6.849034117907292E-11
3.2,2.0E-7,2.0E-6,2.516548069614858-0.05918717759597125i,2.516548069614858,6.764965511618745E-11
3.2,2.0E-7,2.0E-6,2.528545287351413-0.05663075173688858i,2.528545287351413,7.939177120754762E-11
3.2,2.0E-7,2.0E-6,2.528545309309684-0.05663075781518588i,2.528545309309684,7.939201623904427E-11
3.2,2.0E-7,2.0E-6,2.534786174641504,2.534786174641504,7.40603166176865E-12
3.2,2.0E-7,2.0E-6,2.534791521009516,2.534791521009516,7.4065632271664E-12
3.2,2.0E-7,2.0E-6,2.539957985777532-0.05448715670735845i,2.539957985777532,7.953922080931769E-11
3.2,2.0E-7,2.0E-6,2.539958014940119-0.054487167170409495i,2.539958014940119,7.954005216231363E-11
3.2,2.0E-7,2.0E-6,2.550175435138962-0.05227295187639677i,2.550175435138962,6.835209687126891E-11
3.2,2.0E-7,2.0E-6,2.5507814766934094-0.05279164166257485i,2.5507814766934094,6.744131863960726E-11
3.2,2.0E-7,2.0E-6,2.5601184408314084-0.05074808691054564i,2.5601184408314084,7.748684986708464E-11
3.2,2.0E-7,2.0E-6,2.5601184492740763-0.050748101059313745i,2.5601184492740763,7.7486936437727E-11
3.2,2.0E-7,2.0E-6,2.5688888741689895-0.04911611325298585i,2.5688888741689895,6.865967214811856E-11
3.2,2.0E-7,2.0E-6,2.5688888925649294-0.049116129805583254i,2.5688888925649294,6.865997839652315E-11
3.2,2.0E-7,2.0E-6,2.5765085485774213-0.04739556253424522i,2.5765085485774213,6.827755617661956E-11
3.2,2.0E-7,2.0E-6,2.5770841833681546-0.04793536124303486i,2.5770841833681546,6.728789671804781E-11
3.2,2.0E-7,2.0E-6,2.577312562847031-0.13908964214889524i,2.577312562847031,6.990582848816766E-11
3.2,2.0E-7,2.0E-6,2.5778882364938482-0.13989567919116705i,2.5778882364938482,6.85688668391545E-11
3.2,2.0E-7,2.0E-6,2.5825341136441584-0.138703560827257i,2.5825341136441584,6.990512699138992E-11
3.2,2.0E-7,2.0E-6,2.5825347451472584-0.13870530559831762i,2.5825347451472584,6.990637250176587E-11
3.2,2.0E-7,2.0E-6,2.583850941280885-0.046375037472163365i,2.583850941280885,6.726681218638969E-11
3.2,2.0E-7,2.0E-6,2.583851004124373-0.046375110613645354i,2.583851004124373,6.726681841935541E-11
3.2,2.0E-7,2.0E-6,2.586584797638575-0.13801992662897805i,2.586584797638575,6.987477489668559E-11
3.2,2.0E-7,2.0E-6,2.5865855215954126-0.13802172613128325i,2.5865855215954126,6.987633964457971E-11
3.2,2.0E-7,2.0E-6,2.5893905827291714-0.13714554993807687i,2.5893905827291714,6.525908201082219E-11
3.2,2.0E-7,2.0E-6,2.5900090150692594-0.1379705098542497i,2.5900090150692594,6.859726964416219E-11
3.2,2.0E-7,2.0E-6,2.590062226790782-0.045222740664924516i,2.590062226790782,6.726039303869385E-11
3.2,2.0E-7,2.0E-6,2.590062299109582-0.04522282524692185i,2.590062299109582,6.726027258778243E-11
3.2,2.0E-7,2.0E-6,2.591915270529483-0.13724245943630248i,2.591915270529483,6.417718622818051E-11
3.2,2.0E-7,2.0E-6,2.5919155275727417-0.1372431400413937i,2.5919155275727417,6.417906385450948E-11
3.2,2.0E-7,2.0E-6,2.5932656905185527-0.13700609135332703i,2.5932656905185527,2.341406373611972E-11
3.2,2.0E-7,2.0E-6,2.593265949613316-0.13700694168296174i,2.593265949613316,2.3415085260468187E-11
3.2,2.0E-7,2.0E-6,2.5937144270252297-0.1369308813022843i,2.5937144270252297,3.3374458070960506E-12
3.2,2.0E-7,2.0E-6,2.5951527557999303-0.04397691349275845i,2.5951527557999303,6.830133813547694E-11
3.2,2.0E-7,2.0E-6,2.5957062307889816-0.04452644744969461i,2.5957062307889816,6.719685318855066E-11
3.2,2.0E-7,2.0E-6,2.599962260453062-0.04343348495569802i,2.599962260453062,6.707313290286811E-11
3.2,2.0E-7,2.0E-6,2.5999623161467156-0.043433550412592746i,2.5999623161467156,6.707315356792317E-11
3.2,2.0E-7,2.0E-6,2.603669918372245-0.042736703598359065i,2.603669918372245,6.724708552807103E-11
3.2,2.0E-7,2.0E-6,2.6036699763034528-0.04273676737836612i,2.6036699763034528,6.724716462909935E-11
3.2,2.0E-7,2.0E-6,2.6062722856443967-0.0419749782903354i,2.6062722856443967,6.89433931092326E-11
3.2,2.0E-7,2.0E-6,2.6068148778625835-0.042503566251272266i,2.6068148778625835,6.718572631214873E-11
3.2,2.0E-7,2.0E-6,2.608592846314301-0.041893857888580036i,2.608592846314301,6.724764429110176E-11
3.2,2.0E-7,2.0E-6,2.6085928696171234-0.041893880486269526i,2.6085928696171234,6.724705329812188E-11
3.2,2.0E-7,2.0E-6,2.609826102363878-0.04165666746438614i,2.609826102363878,6.686980362569231E-11
3.2,2.0E-7,2.0E-6,2.609826139679162-0.04165671072067043i,2.609826139679162,6.686867464364293E-11
3.2,2.0E-7,2.0E-6,2.610236817481508-0.04157959772928594i,2.610236817481508,1.0021686978109813E-10
3.3000000000000003,5.0E-8,2.0E-6,2.481395547718042-0.06645253496258391i,2.481395547718042,6.838356712204363E-11
3.3000000000000003,5.0E-8,2.0E-6,2.481397835373358-0.06645214245060808i,2.481397835373358,6.838492892714053E-11
3.3000000000000003,5.0E-8,2.0E-6,2.496398779634644-0.06351078859064385i,2.496398779634644,6.82847462161007E-11
3.3000000000000003,5.0E-8,2.0E-6,2.496400406149666-0.06351051419341425i,2.496400406149666,6.828584313508432E-11
3.3000000000000003,5.0E-8,2.0E-6,2.510339383068251-0.06073056908196605i,2.510339383068251,6.835588148432502E-11
3.3000000000000003,5.0E-8,2.0E-6,2.510478274995097-0.060829518048468825i,2.510478274995097,6.815428792074685E-11
3.3000000000000003,5.0E-8,2.0E-6,2.5234414576755504-0.05825329091512663i,2.5234414576755504,6.811937813396531E-11
3.3000000000000003,5.0E-8,2.0E-6,2.5234422406477397-0.058253175720318635i,2.5234422406477397,6.81201712659282E-11
3.3000000000000003,5.0E-8,2.0E-6,2.5281373454645597,2.5281373454645597,7.48272146927342E-12
3.3000000000000003,5.0E-8,2.0E-6,2.5281375314171046,2.5281375314171046,7.482789189533313E-12
3.3000000000000003,5.0E-8,2.0E-6,2.5355141650351865-0.05592367882111032i,2.5355141650351865,6.800552965181758E-11
3.3000000000000003,5.0E-8,2.0E-6,2.535514653447468-0.05592358548335998i,2.535514653447468,6.800622729633109E-11
3.3000000000000003,5.0E-8,2.0E-6,2.5465762996156807-0.05373316692295746i,2.5465762996156807,6.811678136313647E-11
3.3000000000000003,5.0E-8,2.0E-6,2.546705323580002-0.05384052224410572i,2.546705323580002,6.789541835503587E-11
3.3000000000000003,5.0E-8,2.0E-6,2.5568337370298346-0.051837434929870835i,2.5568337370298346,6.783717544482841E-11
3.3000000000000003,5.0E-8,2.0E-6,2.5568339261437436-0.05183739984758575i,2.5568339261437436,6.78374431959507E-11
3.3000000000000003,5.0E-8,2.0E-6,2.5661048504060275-0.05007040272723018i,2.5661048504060275,6.793343378146083E-11
3.3000000000000003,5.0E-8,2.0E-6,2.566104960527375-0.05007038224673819i,2.566104960527375,6.793361192289835E-11
3.3000000000000003,5.0E-8,2.0E-6,2.574402392052018-0.04842680016309049i,2.574402392052018,6.79267768533751E-11
3.3000000000000003,5.0E-8,2.0E-6,2.5745258297229205-0.04853977231716745i,2.5745258297229205,6.768116083773792E-11
3.3000000000000003,5.0E-8,2.0E-6,2.576240605990377-0.13995544505837815i,2.576240605990377,6.873897928021547E-11
3.3000000000000003,5.0E-8,2.0E-6,2.576300433742971-0.14005359653446273i,2.576300433742971,6.862642282488228E-11
3.3000000000000003,5.0E-8,2.0E-6,2.5815076727951825-0.1391399143328216i,2.5815076727951825,6.872422688900769E-11
3.3000000000000003,5.0E-8,2.0E-6,2.5815078116317367-0.13914025966993623i,2.5815078116317367,6.872449859597E-11
3.3000000000000003,5.0E-8,2.0E-6,2.581920478757697-0.04707191563073082i,2.581920478757697,7.515861740023952E-11
3.3000000000000003,5.0E-8,2.0E-6,2.581920506053829-0.04707194367508406i,2.581920506053829,7.515882001722673E-11
3.3000000000000003,5.0E-8,2.0E-6,2.5857849423480195-0.1384353224192998i,2.5857849423480195,6.875445913112142E-11
3.3000000000000003,5.0E-8,2.0E-6,2.585785297563306-0.13843631005703116i,2.585785297563306,6.875513892260656E-11
3.3000000000000003,5.0E-8,2.0E-6,2.5884819908235-0.0458325075707574i,2.5884819908235,6.961507037711379E-11
3.3000000000000003,5.0E-8,2.0E-6,2.588482011618325-0.04583251978521116i,2.588482011618325,6.961501470994573E-11
3.3000000000000003,5.0E-8,2.0E-6,2.5890639274497462-0.13781068841309083i,2.5890639274497462,6.87182085884597E-11
3.3000000000000003,5.0E-8,2.0E-6,2.5891469176187716-0.13797286503764736i,2.5891469176187716,6.863996478041495E-11
3.3000000000000003,5.0E-8,2.0E-6,2.591473922061371-0.1375043429370588i,2.591473922061371,6.907010138899453E-11
3.3000000000000003,5.0E-8,2.0E-6,2.591474157176219-0.13750504161348998i,2.591474157176219,6.90711252435867E-11
3.3000000000000003,5.0E-8,2.0E-6,2.5928951441915413-0.13727159875151482i,2.5928951441915413,6.862831272302732E-11
3.3000000000000003,5.0E-8,2.0E-6,2.5928952928664413-0.13727206734136935i,2.5928952928664413,6.863084093969626E-11
3.3000000000000003,5.0E-8,2.0E-6,2.593368689978357-0.1371943640395441i,2.593368689978357,9.945711701459627E-13
3.3000000000000003,5.0E-8,2.0E-6,2.5940963729696276-0.04470647943202309i,2.5940963729696276,6.780107322095965E-11
3.3000000000000003,5.0E-8,2.0E-6,2.594213958059494-0.04482229118711235i,2.594213958059494,6.752008226346044E-11
3.3000000000000003,5.0E-8,2.0E-6,2.598945965900487-0.0438642300209044i,2.598945965900487,6.748122552863279E-11
3.3000000000000003,5.0E-8,2.0E-6,2.598945971194757-0.043864235373199105i,2.598945971194757,6.748135143159049E-11
3.3000000000000003,5.0E-8,2.0E-6,2.60285945699772-0.043128942143161444i,2.60285945699772,6.745706620860153E-11
3.3000000000000003,5.0E-8,2.0E-6,2.6028594863159027-0.04312897563680391i,2.6028594863159027,6.745699592266704E-11
3.3000000000000003,5.0E-8,2.0E-6,2.605842824106573-0.04250332936025684i,2.605842824106573,6.78849393150217E-11
3.3000000000000003,5.0E-8,2.0E-6,2.605955058716339-0.042617476177482905i,2.605955058716339,6.743864580254118E-11
3.3000000000000003,5.0E-8,2.0E-6,2.6080677658180624-0.04215547049399681i,2.6080677658180624,6.738614524657063E-11
3.3000000000000003,5.0E-8,2.0E-6,2.608067794362883-0.042155504121835205i,2.608067794362883,6.738605776863388E-11
3.3000000000000003,5.0E-8,2.0E-6,2.6093684827459644-0.041911589904508925i,2.6093684827459644,6.737877609374753E-11
3.3000000000000003,5.0E-8,2.0E-6,2.6093684997686095-0.04191161006127454i,2.6093684997686095,6.737865462804129E-11
3.3000000000000003,5.0E-8,2.0E-6,2.6098019039658324-0.041830437808206125i,2.6098019039658324,1.0106376423750449E-10
3.3000000000000003,1.0E-7,2.0E-6,2.4813140428480045-0.06639130896759236i,2.4813140428480045,6.837217546539725E-11
3.3000000000000003,1.0E-7,2.0E-6,2.4813141204225184-0.06639129190141056i,2.4813141204225184,6.837264093931993E-11
3.3000000000000003,1.0E-7,2.0E-6,2.496319401242068-0.06344815030915735i,2.496319401242068,6.830894444250267E-11
3.3000000000000003,1.0E-7,2.0E-6,2.4963196762937034-0.06344810708356982i,2.4963196762937034,6.830960988446753E-11
3.3000000000000003,1.0E-7,2.0E-6,2.510186860976606-0.06061411268765022i,2.510186860976606,6.849609776918207E-11
