2[um],2.25[um],2.5[um],2.75[um]
2.91513334754044,2.91650625778532,2.91751170912919,2.91826866345521
2.88468277828958,2.88632842257832,2.88753520420071,2.88844593956374
2.86228172428544,2.86421590514977,2.86563883569885,2.86671451189768
2.84505462092652,2.84729659329293,2.84894808148765,2.85019728199786
2.83132723313884,2.83388691964777,2.83577686785381,2.83721249599409
2.82005185821452,2.82294648787563,2.82508595148111,2.82671284026049
2.81054018775527,2.81377721425379,2.81618401693693,2.81801602243215
2.80232953573237,2.80593156774629,2.80860867027969,2.81065379439705
2.79511207213636,2.79907582453473,2.80203910466156,2.80430092746090
2.78862558705917,2.79299051274889,2.79623896977673,2.79873109997044
2.78273285676289,2.78748756090727,2.79103971656070,2.79376109938797
2.77730438349261,2.78244976823802,2.78630934549610,2.78927233136396
2.77222176684863,2.77777939943165,2.78195188588827,2.78516103511782
2.76742943190081,2.77339916004074,2.77789492193138,2.78135703462937
2.76286729692563,2.76924231387896,2.77407566230823,2.77779682037578
2.75848558075622,2.76528420810460,2.77045302003607,2.77443718674064
2.75425156971403,2.76147958422559,2.76698612987771,2.77123901213532
2.75013682648718,2.75779806267280,2.76364686564814,2.76817296788173
2.74611866420289,2.75421624902086,2.76041134831778,2.76521482853540
2.74217879947771,2.75071517304115,2.75726013493925,2.76234481271195
2.73830244029167,2.74727937607565,2.75417730574226,2.75954666995241
2.73447758559725,2.74389621019060,2.75114976302588,2.75680697939531
2.73069448210161,2.74055529454814,2.74816668728669,2.75411460569629
2.72694519903959,2.73724808981222,2.74521911139891,2.75146027301257
2.72322329244701,2.73397705198165,2.74229958435394,2.74883622856018
2.71952353797946,2.73071711775426,2.73940190360116,2.74623597478624
2.71584171669855,2.72747330351028,2.73652090040915,2.74365405457484
2.71217444213049,2.72424168865769,2.73365226654820,2.74108587778727
2.70851901973492,2.72101906201822,2.73079241342855,2.73852758027025
2.70487333201096,2.71780280678632,2.72793835691754,2.73597590855497
2.70123574402212,2.71459080592728,2.72508762261360,2.73342812502384
2.69760502528886,2.71138136396104,2.72223816752190,2.73088192948961
2.69398028488125,2.70817314196253,2.71938831496071,2.72833539401479
2.69036091721864,2.70496510328330,2.71653670020165,2.72578690847419
2.68674655660143,2.70175646801782,2.71368222486536,2.72323513488140
2.68313703890134,2.69854667463898,2.71082401849566,2.72067896890160
2.67953236914917,2.69533534754000,2.70796140604780,2.71811750728577
2.67593269400401,2.69212226946473,2.70509388027157,2.71555002020665
2.67233827828147,2.68890735800195,2.70222107816385,2.71297592767007
2.66874948487146,2.68569064547202,2.69934276081798,2.71039477932889
2.66516675749863,2.68247226165687,2.69645879612035,2.70780623714930
2.66159060587633,2.67925241892194,2.69356914384230,2.70521006047691
2.65802159288400,2.67603139935778,2.69067384275463,2.70260609312968
2.65446032346171,2.67280954363290,2.68777299945591,2.69999425220827
2.65090743496724,2.66958724130143,2.68486677865791,2.69737451836667
2.64736358878388,2.66636492235180,2.68195539471373,2.69474692732833
2.64382946300114,2.66314304981731,2.67903910420924,2.69211156246783
2.64030574601957,2.65992211329845,2.67611819946692,2.68946854830694
2.63679313095412,2.65670262327035,2.67319300283490,2.68681804479730
2.63329231072990,2.65348510606846,2.67026386165374,2.68416024228203
2.62980397378027,2.65027009946201,2.66733114380953,2.68149535704437
2.62632880027072,2.64705814873814,2.66439523379587,2.67882362736563
2.62286745878286,2.64384980323126,2.66145652921834,2.67614531002574
